venue_id,venue_name,category,latitude,longitude,price,rating,review_count,address,phone
29,Grand Leader Market,restaurants,37.62668,-122.41101,,4.6,181,"600 San Mateo Ave San Bruno, CA 94066",16505892928
30,Seniore's Pizza,restaurants,37.62721368591506,-122.4163869,,3.5,469,"730 Kains Ave San Bruno, CA 94066",16509524100
31,Societea Teahouse & Eatery,restaurants,37.622841,-122.410957,,4.1,378,"446 San Mateo Ave San Bruno, CA 94066",16506364494
32,Viet Time,restaurants,37.63891,-122.420733,,4,170,"1212 El Camino Real Unit F San Bruno, CA 94066",16506364488
33,One Love Cafe,restaurants,37.62413576497491,-122.4110888,,4.4,154,"486 San Mateo Ave San Bruno, CA 94066",16506364125
34,A One Kitchen & Bar,restaurants,37.627862,-122.411562,,4.4,202,"677 San Mateo Ave San Bruno, CA 94066",16505884040
35,Minari,restaurants,37.6229,-122.41156,,4.3,213,"449 San Mateo Ave San Bruno, CA 94066",16505885559
36,Tastebuds,restaurants,37.62935,-122.41589,,3.1,400,"582 San Bruno Ave W San Bruno, CA 94066",16505830899
37,Seoul Kalbi Korean BBQ,restaurants,37.6132,-122.40388,,3.8,1213,"1610 El Camino Real San Bruno, CA 94066",16505830702
38,Chili's,restaurants,37.63042971733036,-122.4181857,,2.5,983,"899 El Camino Real San Bruno, CA 94066",16509522692
39,Hidden Spot - South San Francisco,restaurants,37.65509,-122.41039,,4.7,739,"303 Grand Ave South San Francisco, CA 94080",16508724484
40,SAJJ Mediterranean,restaurants,37.62660240136236,-122.4268363,,4.2,155,"851 Cherry Ave Ste 15 San Bruno, CA 94066",16506364423
41,Grill Kebabs and Gyros,restaurants,37.6554849,-122.4121851,,4.6,183,"385 Grand Ave South San Francisco, CA 94080",16506364532
42,Bourbon Pub SFO,restaurants,37.63666417827807,-122.4005495,,4.4,482,"780 S Airport Blvd Departures Level, Space B.2.235A San Francisco, CA 94128",
43,Local Kitchens,restaurants,37.62681361118622,-122.425534,,4,150,"851 Cherry Ave Ste 2 San Bruno, CA 94066",14159928206
44,Sofra Grill,restaurants,37.64226,-122.42648,,4.7,285,"132 Hazelwood Dr South San Francisco, CA 94080",16507631156
45,Sushi House,restaurants,37.626067,-122.411154,,3.3,518,"576 San Mateo Ave San Bruno, CA 94066",16508716190
46,Taqueria Mi Durango,restaurants,37.61963,-122.41062,,4.2,570,"287 El Camino Real San Bruno, CA 94066",16505888810
47,Little Lucca Specialty Sandwich Shop,restaurants,37.65091,-122.43056,,4.3,3816,"724 El Camino Real South San Francisco, CA 94080",16505898916
48,Love Burn,restaurants,37.643,-122.426178,,4.3,389,"130 Northwood Dr Hometown Bowl South San Francisco, CA 94080",16507631887
49,BJ's Restaurant & Brewhouse,restaurants,37.635570185433245,-122.4186327,,2.6,2892,"1140 El Camino Real Ste 271 San Bruno, CA 94066",16502434530
50,Yuanbao Jiaozi,restaurants,37.59476012,-122.3852723,,4.3,309,"1841 El Camino Real Burlingame, CA 94010",16502319900
51,One Love Cafe,cafes,37.62413576497491,-122.4110888,,4.4,154,"486 San Mateo Ave San Bruno, CA 94066",16506364125
52,Brothers Cafe,cafes,37.6556734,-122.4119173,,4.3,1225,"382 Grand Ave South San Francisco, CA 94080",16507631640
53,Zorek,cafes,37.62841,-122.41667,,4.4,66,"799 El Camino Real San Bruno, CA 94066",16502649568
54,Cafe De Casa,cafes,37.6640655,-122.3998725,,4.4,507,"1165 Airport Blvd South San Francisco, CA 94080",16507631025
55,Brothers Cafe,cafes,37.60356,-122.39619,,4.4,79,"716 Magnolia Ave Millbrae, CA 94030",16502318181
56,Spruce Cafe,cafes,37.64757,-122.42035,,4,629,"230 S Spruce Ave South San Francisco, CA 94080",16506348438
57,Eplus Karaoke,cafes,37.63996,-122.40212,,3.8,339,"490 S Airport Blvd South San Francisco, CA 94080",16508716688
58,Lark Creek Grill,cafes,37.617357,-122.381835,,3.3,1011,"780 S Airport Blvd Terminal 2 San Francisco, CA 94130",16508219315
59,Manny's,cafes,37.76517,-122.42159,,4.3,234,"3092 16th St San Francisco, CA 94103",14158964052
60,Peter's Cafe,cafes,37.59883381230363,-122.3873665,,3.7,567,"10 El Camino Real Millbrae, CA 94030",16506972434
61,Farley’s Cafe And Lounge,cafes,37.628356,-122.400349,,3.8,61,"780 McDonnel Rd Gate F22 San Francisco International Airport San Francisco, CA 94128",16508218955
62,Holy Cannoli,cafes,37.33725,-121.88759,,4.5,161,"138 E Santa Clara St San Jose, CA 95113",14085612223
63,Hana's Cafe & Deli,cafes,37.665258,-122.382743,,3.9,44,"400 Oyster Point Blvd Fl 1 South San Francisco, CA 94080",16505898514
64,Cable Car Cafe,cafes,37.65583646,-122.4138918,,3.7,327,"423 1/2 Grand Ave South San Francisco, CA 94080",16509529533
65,Dogpatch Bakehouse & Caffe,cafes,37.636637,-122.400553,,2.5,325,"780 S Airport Blvd Terminal 3 E Gates Near Gate E6 San Francisco, CA 94128",16508212300
66,Dolores Park SFO,cafes,37.628367708440194,-122.4003617,,3.9,25,"780 McDonnell Rd San Francisco International Airport San Francisco, CA 94128",16508219331
67,JOE & THE JUICE,cafes,37.617817275218655,-122.3913404,,3.5,64,"106 Upper Loop Rd International Terminal - Gate 99 San Francisco, CA 94128",
68,illy Caffè,cafes,37.61285375621353,-122.3844384,,3.2,110,"780 S Airport Blvd Gate B9 Terminal 1 San Francisco, CA 94128",
69,Dogpatch Bakehouse & Caffé,cafes,37.63605,-122.40008,,2.6,189,"780 S Airport Blvd Terminal 2 near Gate C7 San Francisco, CA 94128",
70,L Drinks & Snacks,cafes,37.639391,-122.420976,,4.3,3,"1230 El Camino Real Ste M San Bruno, CA 94066",
71,Marina's Cafe,cafes,37.6281988,-122.4010756,,4.1,23,"780 Mcdonnell Rd San Francisco, CA 94128",16508212222
72,Cafe Cinema At Century Theater,cafes,37.63733645,-122.4173098,,5,1,"1188 El Camino Real San Bruno, CA 94066",
73,Kaiser Permanente South San Francisco Cafeteria,cafes,37.65925,-122.4392,,3.7,17,"1200 El Camino Real Fl 2 South San Francisco, CA 94080",
74,Black Point Cafe,cafes,37.61394545,-122.3885372,,2.3,54,"International Terminal at the SFO Terminal A San Francisco, CA 94128",
75,Racetrack Café,cafes,37.63720303,-122.4173396,,4,2,"1150 El Camino Real San Bruno, CA 94066",16508732000
76,Peak Provisions,cafes,37.65595,-122.39142,,4,4,"460 Forbes Blvd South San Francisco, CA 94080",
77,Genencafe B24/25,cafes,37.65639114,-122.3848801,,4.4,5,"501 Grandview Dr South San Francisco, CA 94080",
78,La Ventana,cafes,37.65609421003072,-122.3914114,,5,1,"460 Forbes Blvd South San Francisco, CA 94080",
79,Emporio Rulli,cafes,37.61668458,-122.3892099,,2.2,19,"International - Main Hall North Food Ct San Francisco, CA 94128",16508210539
80,Skyline College Cafeteria,cafes,37.63214492,-122.4612712,,1.7,15,"3300 College Dr San Bruno, CA 94066",16507384100
81,Lorraine’s Cafe,cafes,37.67321777,-122.088768,,4.1,13,"Hayward, CA 94541",15108670554
82,Skyline College Cafe,cafes,37.63008411,-122.4684071,,1,2,"3300 College Dr Skyline College San Bruno, CA 94066",16507384246
83,Sky Terrace Cafe,cafes,37.62012636677067,-122.3876226,,3.6,5,"780 N McDonnell Rd San Francisco, CA 94128",
84,Genentech Cafeteria,cafes,37.6580048,-122.3990402,,2.1,10,"651 Gateway Blvd South San Francisco, CA 94080",
85,Cafe X,cafes,37.610701,-122.385831,,0,0,"Terminal 1 San Francisco, CA 94128",
86,Merck Cafe,cafes,37.65484,-122.39868,,4,1,"213 E Grand Ave South San Francisco, CA 94080",
87,Sunshine Cafe,cafes,37.59579,-122.37673,,0,0,"1675 Rollins Rd Burlingame, CA 94010",16506926188
88,Lo Nuestro Cafe,cafes,37.612591,-122.404033,,0,0,"1601 El Camino Real Millbrae, CA 94030",16506693436
89,GenenCafe B32,cafes,37.655393536739695,-122.3825886,,3,1,"1511 Grandview Dr South San Francisco, CA 94080",
90,Jack's Restaurant & Bar,bars,37.63399,-122.420218,,3.9,1721,"1050 Admiral Ct Ste A San Bruno, CA 94066",16505892222
91,Hashes & Brews,bars,37.62624,-122.42623,,3.8,600,"811 Cherry Ave San Bruno, CA 94066",16509523189
92,Hula Hoops,bars,37.644909,-122.452615,,4.2,1813,"2278 Westborough Blvd Ste 203 South San Francisco, CA 94080",16509523255
93,A One Kitchen & Bar,bars,37.627862,-122.411562,,4.4,202,"677 San Mateo Ave San Bruno, CA 94066",16505884040
94,Chili's,bars,37.63042971733036,-122.4181857,,2.5,983,"899 El Camino Real San Bruno, CA 94066",16509522692
95,Hidden Spot - South San Francisco,bars,37.65509,-122.41039,,4.7,739,"303 Grand Ave South San Francisco, CA 94080",16508724484
96,Bourbon Pub SFO,bars,37.63666417827807,-122.4005495,,4.4,482,"780 S Airport Blvd Departures Level, Space B.2.235A San Francisco, CA 94128",
97,Yuanbao Jiaozi,bars,37.59476012,-122.3852723,,4.3,309,"1841 El Camino Real Burlingame, CA 94010",16502319900
98,Paradise Hookah Lounge,bars,37.626078,-122.411388,,4.5,256,"591 San Mateo Ave San Bruno, CA 94066",16507630751
99,Amoura Restaurant,bars,37.65955099999861,-122.4089618,,4.4,482,"713 Linden Ave South San Francisco, CA 94080",16507546891
100,Ristorante Buon Gusto,bars,37.655244,-122.409062,,4,1012,"224 Grand Ave South San Francisco, CA 94080",16507429777
101,Rockoto Peruvian cuisine,bars,37.6545022,-122.410557,,4.4,147,"207 Linden Ave South San Francisco, CA 94080",16508733434
102,Fiddler's Green,bars,37.60151851,-122.3915923,,4.2,523,"333 El Camino Real Millbrae, CA 94030",16506973419
103,Sixteen Mile House,bars,37.602275,-122.393082,,3.8,512,"448 Broadway Millbrae, CA 94030",16506976118
104,Wildflour,bars,37.65377010266084,-122.407644,,4.8,64,"200 Airport Blvd Ste 1 South San Francisco, CA 94080",16506364341
105,Kava Bar,bars,37.62708,-122.41102,,4.6,87,"630 San Mateo Ave San Bruno, CA 94066",16503514370
106,Celia's Mexican Restaurant - San Bruno,bars,37.617738,-122.409107,,3.4,416,"201 El Camino Real San Bruno, CA 94066",16508778245
107,The American Bull Bar & Grill,bars,37.59427309,-122.3847325,,3.9,234,"1819 El Camino Real Burlingame, CA 94010",16506524908
108,Chevys Fresh Mex,bars,37.665756782287154,-122.4530675,,3.7,1385,"141 Hickey Blvd South San Francisco, CA 94080",16507551617
109,Mustards Bar & Grill,bars,37.61749961298531,-122.3908105,,4.1,522,"780 S Airport Blvd International Terminal San Francisco, CA 94128",16508218936
110,Mar Y Mar,bars,37.62666687388289,-122.4111108,,3.3,191,"602 San Mateo Ave San Bruno, CA 94066",16502250516
111,Tokyo Sushi & Bar,bars,37.644888,-122.452908,,3.5,813,"2278 Westborough Blvd Ste 201 South San Francisco, CA 94080",16508089898
112,Andiamo In Banca,bars,37.65535196920688,-122.410207,,4.2,328,"301 Linden Ave South San Francisco, CA 94080",16507458811
113,Chico Marx,bars,37.6667949,-122.3972332,,4.4,46,"2 Tower Pl South San Francisco, CA 94080",16507319146
114,Delta Sky Club,bars,37.63666102019479,-122.4005522,,4,212,"780 S Airport Blvd Terminal 1 Gate C3 San Francisco, CA 94101",18002211212
115,Cloudz Hookah Lounge,bars,37.60955,-122.400255,,4.7,214,"1350 El Camino Real Millbrae, CA 94030",14156326535
116,The Club SFO,bars,37.61416381363683,-122.3851713,,3.8,202,"Harvey Milk Terminal 1 San Francisco, CA 94128",
117,The Garden Club,bars,37.661616,-122.438296,,3.7,812,"1144 Mission Rd South San Francisco, CA 94080",16508734910
118,"Fort McKinley Restaurant, Bar & Banquet",bars,37.64140084,-122.4251996,,3.4,562,"101 Brentwood Dr South San Francisco, CA 94080",16508712222
119,Vino Volo - Terminal 2,bars,37.617170862297975,-122.3823932,,3.8,145,"San Francisco International Airport Terminal 2 San Francisco, CA 94128",16508219292
120,United Club,bars,37.636654648077304,-122.4005415,,3,727,"780 S Airport Blvd International Terminal G, Gates G6 and G9 San Francisco, CA 94128",18668225827
121,Artichoke Joe's Casino,bars,37.6277817,-122.41085,,3,153,"659 Huntington Ave San Bruno, CA 94066",16505898812
122,The Hangar,bars,37.65609498656979,-122.391408,,4.6,25,"460 Forbes Blvd South San Francisco, CA 94080",
123,Mission Bar & Grill,bars,37.61876159657701,-122.3843707,,3.5,447,"780 S Airport Blvd Gate E5 Terminal 3 San Francisco, CA 94128",16508218304
124,The Centurion Lounge,bars,37.617513646986616,-122.3880788,,3.6,759,"780 S Airport Blvd Terminal 3 Gate F1/F2 San Francisco, CA 94128",
125,SF Uncork'd,bars,37.62041298,-122.3889527,,3.7,136,"780 S Airport Blvd Terminal 3 San Francisco, CA 94128",16508218975
126,Farley’s Cafe And Lounge,bars,37.628356,-122.400349,,3.8,61,"780 McDonnel Rd Gate F22 San Francisco International Airport San Francisco, CA 94128",16508218955
127,Hometown Heroes,bars,37.6550735,-122.4103483,,4,284,"303 Grand Ave South San Francisco, CA 94080",16508724484
128,Foundry & Lux,bars,37.663653357130656,-122.3944007,,3.7,296,"151 Oyster Point Blvd South San Francisco, CA 94080",16508663924
129,Camber,bars,37.65595,-122.39142,,4.7,11,"460 Forbes Blvd South San Francisco, CA 94080",
130,Tapas & Taps,bars,37.63659,-122.39981,,4.1,55,"780 S Airport Blvd Terminal G San Francisco, CA 94128",16508216940
131,Brew @ 382,bars,37.6557142,-122.4119668,,4.8,68,"386 Grand Ave South San Francisco, CA 94080",16509898096
132,Maple Leaf Lounge,bars,37.6191671,-122.3816108,,4.2,28,"San Francisco International Airport Terminal 2, Sector 4, Fl 4th San Francisco, CA 94128",
133,Virgin Atlantic San Francisco Clubhouse,bars,37.61424797,-122.3884138,,3.5,120,"780 S Airport Blvd San Francisco, CA 94030",
134,Dog House,bars,37.616577,-122.407157,,4.1,48,"130 El Camino Real San Bruno, CA 94066",16505885601
135,Traverse,bars,37.66091483901707,-122.3944986,,4.2,33,"800 Gateway Blvd South San Francisco, CA 94080",
136,Celia's Mexican Restaurant,bars,37.664595,-122.467114,,2.7,666,"379 Gellert Blvd Daly City, CA 94015",16507556213
137,AC Waterfront Lounge Restaurant,bars,37.664513,-122.395525,,4.1,28,"1333 Veterans Blvd South San Francisco, CA 94080",16507429211
138,American Airlines Admirals Club,bars,37.61197072168305,-122.3850651,,4,23,"San Francisco International Airport Terminal 1 near gate B13 San Francisco, CA 94128",
139,San Francisco Wine School,bars,37.655523,-122.413143,,4.7,15,"415 Grand Ave Ste 301 South San Francisco, CA 94080",16507631324
140,Paradise Hookah Lounge,lounges,37.626078,-122.411388,,4.5,256,"591 San Mateo Ave San Bruno, CA 94066",16507630751
141,Nick's Seafood Restaurant,lounges,37.60909624258056,-122.4969483,,3.7,1783,"100 Rockaway Beach Ave Pacifica, CA 94044",16503593900
142,Falcon’s Lair,lounges,37.74704088846707,-121.136051,,4.4,381,"1225 Canal Blvd Ripon, CA 95366",12095999999
143,Bardo Lounge & Supper Club,lounges,37.81112485,-122.2436472,,4.3,282,"3343 Lakeshore Ave Oakland, CA 94610",15108368737
144,The View Lounge,lounges,37.785343,-122.404401,,4.1,2042,"780 Mission St San Francisco, CA 94103",14158961600
145,Historic Star Lounge,lounges,38.573194,-121.470099,,4.4,250,"2719 K St Sacramento, CA 95816",19164064979
146,Kava Bar,lounges,37.62708,-122.41102,,4.6,87,"630 San Mateo Ave San Bruno, CA 94066",16503514370
147,INDO Restaurant & Lounge,lounges,37.42086,-122.13699,,4.2,1296,"3295 El Camino Real Palo Alto, CA 94306",16504947168
148,La Foret,lounges,37.17417,-121.82363,,4.1,883,"21747 Bertram Rd San Jose, CA 95120",14089973458
149,Sundance The Steakhouse,lounges,37.428448,-122.149688,,3.9,1747,"1921 El Camino Real Palo Alto, CA 94306",16503216798
150,Blue Whale Restaurant & Lounge,lounges,37.797284,-122.432876,,4.3,209,"2033 Union St San Francisco, CA 94123",14155926009
151,Rasoi,lounges,37.57719402869074,-122.3485817,,4.2,776,"1425 Burlingame Ave Burlingame, CA 94010",16505795661
152,Iron Horse Cocktails,lounges,37.78834284848202,-122.404011,,4.7,257,"25 Maiden Ln San Francisco, CA 94108",14154042877
153,JUNIOR Restaurant & Lounge,lounges,38.75472656764137,-121.2563558,,4,459,"390 N Sunrise Ave Roseville, CA 95661",19168868092
154,Noah's Bar & Bistro,lounges,37.129751,-121.653718,,4,616,"17500 Monterey Rd Morgan Hill, CA 95037",14087792006
155,NOLA Restaurant & Bar,lounges,37.44502258,-122.1613235,,3.7,3453,"535 Ramona St Palo Alto, CA 94301",16503282722
156,Novela,lounges,37.787047,-122.401239,,4,1498,"662 Mission St San Francisco, CA 94105",14158966500
157,55 South,lounges,37.33503,-121.89013,,4.1,795,"55 S 1st St San Jose, CA 95113",14082886000
158,WiseGirl,lounges,37.9338549,-122.0750737,,4.2,335,"1932 Oak Park Blvd Pleasant Hill, CA 94523",19254489888
159,Azucar Lounge,lounges,37.77392,-122.411618,,4.1,712,"299 9th St San Francisco, CA 94103",14152552982
160,Grasing's,lounges,36.55574098809449,-121.9210915,,4,1021,"Mission Street & 6th Ave Carmel-By-The-Sea, CA 93921",18316246562
161,Blind Pig Speakeasy Lounge,lounges,37.78708783050491,-122.4201746,,4.8,147,"1113 Polk St San Francisco, CA 94109",14159139890
162,Porterhouse,lounges,37.56640700654721,-122.3236407,,3.8,767,"164 S B St San Mateo, CA 94401",16505795911
163,Underwood Bar and Bistro,lounges,38.436279,-122.868694,,4,527,"9113 Graton Rd Graton, CA 95444",17078237023
164,Jettywave Distillery,lounges,37.50455,-122.48783,,4.7,177,"155 Broadway Half Moon Bay, CA 94019",16502918835
165,Americana House ,lounges,38.146909,-121.30702,,4.1,260,"2505 W Turner Rd Wine and Roses Lodi, CA 95242",12093716160
166,Paris 75,lounges,37.79782,-122.40586,,4.7,82,"515 Broadway San Francisco, CA 94133",14159363266
167,Preserve,lounges,38.52116,-121.96876,,4,697,"200 Railroad Ave Winters, CA 95694",15307959963
168,Amélie,lounges,37.79312009,-122.4209765,,4.2,1509,"1754 Polk St San Francisco, CA 94109",14152926916
169,Mojo’s Lounge & Kitchen428 Restaurant,lounges,38.67670713822636,-121.7733876,,4.2,594,"428 1st St Woodland, CA 95695",15306610428
170,"Fort McKinley Restaurant, Bar & Banquet",lounges,37.64140084,-122.4251996,,3.4,562,"101 Brentwood Dr South San Francisco, CA 94080",16508712222
171,The Beehive,lounges,37.7594,-122.42167,,4.3,435,"842 Valencia St San Francisco, CA 94110",14153068209
172,The Rellik Tavern,lounges,38.05021,-122.15784,,4,435,"726 1st St Benicia, CA 94510",17077461137
173,RO Restaurant & Lounge,lounges,38.39942,-122.35867,,4.4,114,"6480 Washington St Yountville, CA 94599",17079477181
174,Lost Cat Bar & Bites,lounges,37.78778297,-122.4114052,,4.6,163,"587 Post St San Francisco, CA 94102",14152641283
175,Executive Order Bar & Lounge,lounges,37.78346249999965,-122.4059177,,4.3,170,"868 Mission St San Francisco, CA 94103",14156996545
176,The Mortimer,lounges,37.78696442,-122.4124451,,4.1,104,"550 Geary St Hotel Adagio San Francisco, CA 94102",14157755000
177,Lemon Drop,lounges,37.76351,-122.23861,,4.2,157,"2542 Santa Clara Ave Alameda, CA 94501",
178,Scopazzi's,lounges,37.125119,-122.124297,,3.8,312,"13300 Big Basin Way Boulder Creek, CA 95006",18313386441
179,Barrel Aged Cocktail Bar & Lounge,lounges,38.01758928,-122.1356593,,4.5,96,"700 Ferry St Martinez, CA 94553",
180,ZOE Cocktail Bar & Bites,lounges,37.78705,-122.39748,,4.6,206,"579 Howard St San Francisco, CA 94105",14153233477
181,La Dolce Vita Wine Lounge,lounges,38.23297503166165,-122.6373646,,4.7,184,"151 Petaluma Blvd S Ste 117 Petaluma, CA 94952",17077636363
182,Propagation,lounges,37.787165,-122.416448,,4.5,153,"895 Post St San Francisco, CA 94109",
183,Wilson & Wilson,lounges,37.7859776,-122.4131408,,4.4,535,"505 Jones St San Francisco, CA 94102",
184,Local Edition,lounges,37.78764902,-122.4031773,,4,1764,"691 Market St San Francisco, CA 94105",14157951375
185,Terry's Restaurant + Lounge,lounges,36.553936,-121.923368,,3.9,245,"Lincoln St 7th Ave Carmel, CA 93921",18316207454
186,Clayton Club,lounges,38.57954247691561,-121.498425,,4.4,89,"1122 7th St Sacramento, CA 95814",19168981100
187,AJI Bar & Robata,lounges,37.33333,-121.88929,,4.2,60,"170 S Market St San Jose, CA 95113",14089981900
188,Vesuvio Cafe,lounges,37.79747486,-122.4061409,,4.1,977,"255 Columbus Ave San Francisco, CA 94133",14155959313
189,Shelby's Rooftop Lounge,lounges,37.78238658,-122.4020971,,4,300,"250 4th St San Francisco, CA 94103",16503025079
190,Jack's Restaurant & Bar,nightlife,37.63399,-122.420218,,3.9,1721,"1050 Admiral Ct Ste A San Bruno, CA 94066",16505892222
191,Hashes & Brews,nightlife,37.62624,-122.42623,,3.8,600,"811 Cherry Ave San Bruno, CA 94066",16509523189
192,Hula Hoops,nightlife,37.644909,-122.452615,,4.2,1813,"2278 Westborough Blvd Ste 203 South San Francisco, CA 94080",16509523255
193,A One Kitchen & Bar,nightlife,37.627862,-122.411562,,4.4,202,"677 San Mateo Ave San Bruno, CA 94066",16505884040
194,Chili's,nightlife,37.63042971733036,-122.4181857,,2.5,983,"899 El Camino Real San Bruno, CA 94066",16509522692
195,Hidden Spot - South San Francisco,nightlife,37.65509,-122.41039,,4.7,739,"303 Grand Ave South San Francisco, CA 94080",16508724484
196,Bourbon Pub SFO,nightlife,37.63666417827807,-122.4005495,,4.4,482,"780 S Airport Blvd Departures Level, Space B.2.235A San Francisco, CA 94128",
197,Yuanbao Jiaozi,nightlife,37.59476012,-122.3852723,,4.3,309,"1841 El Camino Real Burlingame, CA 94010",16502319900
198,Paradise Hookah Lounge,nightlife,37.626078,-122.411388,,4.5,256,"591 San Mateo Ave San Bruno, CA 94066",16507630751
199,Amoura Restaurant,nightlife,37.65955099999861,-122.4089618,,4.4,482,"713 Linden Ave South San Francisco, CA 94080",16507546891
200,Ristorante Buon Gusto,nightlife,37.655244,-122.409062,,4,1012,"224 Grand Ave South San Francisco, CA 94080",16507429777
201,Rockoto Peruvian cuisine,nightlife,37.6545022,-122.410557,,4.4,147,"207 Linden Ave South San Francisco, CA 94080",16508733434
202,Fiddler's Green,nightlife,37.60151851,-122.3915923,,4.2,523,"333 El Camino Real Millbrae, CA 94030",16506973419
203,San Francisco Magic Theater At The Marrakech,nightlife,37.785843,-122.411816,,5,1577,"419 O'Farrell St San Francisco, CA 94102",14157946893
204,Sixteen Mile House,nightlife,37.602275,-122.393082,,3.8,512,"448 Broadway Millbrae, CA 94030",16506976118
205,Wildflour,nightlife,37.65377010266084,-122.407644,,4.8,64,"200 Airport Blvd Ste 1 South San Francisco, CA 94080",16506364341
206,Kava Bar,nightlife,37.62708,-122.41102,,4.6,87,"630 San Mateo Ave San Bruno, CA 94066",16503514370
207,Celia's Mexican Restaurant - San Bruno,nightlife,37.617738,-122.409107,,3.4,416,"201 El Camino Real San Bruno, CA 94066",16508778245
208,The American Bull Bar & Grill,nightlife,37.59427309,-122.3847325,,3.9,234,"1819 El Camino Real Burlingame, CA 94010",16506524908
209,Chevys Fresh Mex,nightlife,37.665756782287154,-122.4530675,,3.7,1385,"141 Hickey Blvd South San Francisco, CA 94080",16507551617
210,Mustards Bar & Grill,nightlife,37.61749961298531,-122.3908105,,4.1,522,"780 S Airport Blvd International Terminal San Francisco, CA 94128",16508218936
211,Mar Y Mar,nightlife,37.62666687388289,-122.4111108,,3.3,191,"602 San Mateo Ave San Bruno, CA 94066",16502250516
212,Tokyo Sushi & Bar,nightlife,37.644888,-122.452908,,3.5,813,"2278 Westborough Blvd Ste 201 South San Francisco, CA 94080",16508089898
213,Andiamo In Banca,nightlife,37.65535196920688,-122.410207,,4.2,328,"301 Linden Ave South San Francisco, CA 94080",16507458811
214,Chico Marx,nightlife,37.6667949,-122.3972332,,4.4,46,"2 Tower Pl South San Francisco, CA 94080",16507319146
